Checking system parameters...
System parameters already optimal

Starting GameServer (release, LOG_LEVEL=error, ENABLE_REEVALUATION=false; log file: /tmp/ws-loadtest-gameserver.log)...
Waiting for server to listen on 8080...
Starting system monitoring...

> build
> tsc -p tsconfig.json

Running load test...
Report written to /workspace/Examples/GameDemo/ws-loadtest/results-hummingbird/rq3-rerun-2026-02-06/scalability-2026-02-06T12-57-57/run-3/ws-loadtest-1770382993618.{json,html}
Stopping monitoring...
Stopping GameServer...
---- GameServer log (tail, may show crash) ----
2026-02-06 13:03:02.413 ERROR [HeroDefenseServer] WebSocket error sessionID=AB94299A-43DB-4298-BF50-0BB4C2DA2B4D, error=read(descriptor:pointer:size:): Connection reset by peer) (errno: 104)
2026-02-06 13:03:02.413 ERROR [HeroDefenseServer] WebSocket error sessionID=26FA80B8-2E19-4F04-937A-B2AED7127FEC, error=read(descriptor:pointer:size:): Connection reset by peer) (errno: 104)
2026-02-06 13:03:02.413 ERROR [HeroDefenseServer] WebSocket error sessionID=D56BC46A-3B24-4725-843B-CA836251BB1E, error=read(descriptor:pointer:size:): Connection reset by peer) (errno: 104)
2026-02-06 13:03:02.413 ERROR [HeroDefenseServer] WebSocket error sessionID=F5ECEB8E-E863-4107-88F4-1DCC97A3275B, error=read(descriptor:pointer:size:): Connection reset by peer) (errno: 104)
2026-02-06 13:03:02.413 ERROR [HeroDefenseServer] WebSocket error sessionID=AB9AF4CC-F864-4DDE-BE45-95A44A912E0D, error=read(descriptor:pointer:size:): Connection reset by peer) (errno: 104)
2026-02-06 13:03:02.413 ERROR [HeroDefenseServer] WebSocket error sessionID=1C88EE01-EB2B-4C26-913B-ECAFB23F74A8, error=read(descriptor:pointer:size:): Connection reset by peer) (errno: 104)
2026-02-06 13:03:02.413 ERROR [HeroDefenseServer] WebSocket error sessionID=0B6E5994-4948-4CEE-B4BD-08D90E1CF27E, error=read(descriptor:pointer:size:): Connection reset by peer) (errno: 104)
2026-02-06 13:03:02.413 ERROR [HeroDefenseServer] WebSocket error sessionID=722DCAD6-5B8C-4345-8398-08A0D9B712C6, error=read(descriptor:pointer:size:): Connection reset by peer) (errno: 104)
2026-02-06 13:03:02.413 ERROR [HeroDefenseServer] WebSocket error sessionID=B405D708-D8DF-4CF0-820E-B4E20FB0BDFB, error=read(descriptor:pointer:size:): Connection reset by peer) (errno: 104)
2026-02-06 13:03:02.413 ERROR [HeroDefenseServer] WebSocket error sessionID=6708A767-5F9C-4941-8ECB-7AA60E1ADF51, error=read(descriptor:pointer:size:): Connection reset by peer) (errno: 104)
2026-02-06 13:03:02.413 ERROR [HeroDefenseServer] WebSocket error sessionID=4F803149-42A5-430A-A323-55B3BFCFC7EB, error=read(descriptor:pointer:size:): Connection reset by peer) (errno: 104)
2026-02-06 13:03:02.413 ERROR [HeroDefenseServer] WebSocket error sessionID=572CF754-F6EC-4CA3-9A7A-769367744EE0, error=read(descriptor:pointer:size:): Connection reset by peer) (errno: 104)
2026-02-06 13:03:02.414 ERROR [HeroDefenseServer] WebSocket error sessionID=38BDC52E-E172-4F84-9B8B-C1E0CB604200, error=read(descriptor:pointer:size:): Connection reset by peer) (errno: 104)
2026-02-06 13:03:02.414 ERROR [HeroDefenseServer] WebSocket error error=read(descriptor:pointer:size:): Connection reset by peer) (errno: 104), sessionID=52A868A4-5112-40B5-AC94-84D3A0045DBA
2026-02-06 13:03:02.414 ERROR [HeroDefenseServer] WebSocket error sessionID=0C6C9CB9-17A5-4399-A9C4-997D341CE00C, error=read(descriptor:pointer:size:): Connection reset by peer) (errno: 104)
2026-02-06 13:03:02.414 ERROR [HeroDefenseServer] WebSocket error error=read(descriptor:pointer:size:): Connection reset by peer) (errno: 104), sessionID=93265707-1D5D-4EFC-A534-A3E125C0BE2A
2026-02-06 13:03:02.414 ERROR [HeroDefenseServer] WebSocket error sessionID=F7A216CD-597B-4BEE-B255-29A6B26F61BF, error=read(descriptor:pointer:size:): Connection reset by peer) (errno: 104)
2026-02-06 13:03:02.414 ERROR [HeroDefenseServer] WebSocket error error=read(descriptor:pointer:size:): Connection reset by peer) (errno: 104), sessionID=36FDCC2F-87F5-4C8C-8875-B8781BAE1D68
2026-02-06 13:03:02.414 ERROR [HeroDefenseServer] WebSocket error sessionID=FD249E67-331E-428C-A211-F11CE8E416D1, error=read(descriptor:pointer:size:): Connection reset by peer) (errno: 104)
2026-02-06 13:03:02.414 ERROR [HeroDefenseServer] WebSocket error error=read(descriptor:pointer:size:): Connection reset by peer) (errno: 104), sessionID=06B0CDAB-2036-4C3A-AA3F-4C0ADFEF4745
2026-02-06 13:03:02.414 ERROR [HeroDefenseServer] WebSocket error sessionID=8912333A-5D1B-4B43-9323-7C19C19156D7, error=read(descriptor:pointer:size:): Connection reset by peer) (errno: 104)
2026-02-06 13:03:02.414 ERROR [HeroDefenseServer] WebSocket error error=read(descriptor:pointer:size:): Connection reset by peer) (errno: 104), sessionID=15BC3B0E-8849-453D-B3F5-D10DC08685BB
2026-02-06 13:03:02.414 ERROR [HeroDefenseServer] WebSocket error sessionID=09052784-DBA3-44A1-A786-314D6CE61E01, error=read(descriptor:pointer:size:): Connection reset by peer) (errno: 104)
2026-02-06 13:03:02.414 ERROR [HeroDefenseServer] WebSocket error error=read(descriptor:pointer:size:): Connection reset by peer) (errno: 104), sessionID=CB31CF63-05E1-4394-934E-FF728D06D96E
2026-02-06 13:03:02.414 ERROR [HeroDefenseServer] WebSocket error sessionID=07698543-D19A-4B9F-B55F-E3F57B154A4A, error=read(descriptor:pointer:size:): Connection reset by peer) (errno: 104)
2026-02-06 13:03:02.414 ERROR [HeroDefenseServer] WebSocket error error=read(descriptor:pointer:size:): Connection reset by peer) (errno: 104), sessionID=A50ECDED-B60A-47A6-91C7-E7332733CF81
2026-02-06 13:03:02.414 ERROR [HeroDefenseServer] WebSocket error sessionID=0D0DA2A8-17FB-430C-8A48-EAE855A18CA2, error=read(descriptor:pointer:size:): Connection reset by peer) (errno: 104)
2026-02-06 13:03:02.414 ERROR [HeroDefenseServer] WebSocket error error=read(descriptor:pointer:size:): Connection reset by peer) (errno: 104), sessionID=CE43F813-EDF2-4234-A930-C32083518D10
2026-02-06 13:03:02.414 ERROR [HeroDefenseServer] WebSocket error error=read(descriptor:pointer:size:): Connection reset by peer) (errno: 104), sessionID=D19EA0FF-AF9D-40C1-88A9-8CDA8C4C18F1
2026-02-06 13:03:02.414 ERROR [HeroDefenseServer] WebSocket error error=read(descriptor:pointer:size:): Connection reset by peer) (errno: 104), sessionID=5ED66A08-6DB0-4988-AC88-929627ECB648
2026-02-06 13:03:02.414 ERROR [HeroDefenseServer] WebSocket error error=read(descriptor:pointer:size:): Connection reset by peer) (errno: 104), sessionID=019591DD-FA94-4A0A-A52F-38F239757BC5
2026-02-06 13:03:02.414 ERROR [HeroDefenseServer] WebSocket error error=read(descriptor:pointer:size:): Connection reset by peer) (errno: 104), sessionID=C87DE5D0-4BBF-4C74-A381-01D3595A6268
2026-02-06 13:03:02.414 ERROR [HeroDefenseServer] WebSocket error error=read(descriptor:pointer:size:): Connection reset by peer) (errno: 104), sessionID=11658013-2FAD-4C80-B083-5554F5D68B43
2026-02-06 13:03:02.414 ERROR [HeroDefenseServer] WebSocket error error=read(descriptor:pointer:size:): Connection reset by peer) (errno: 104), sessionID=4EF33F26-4773-4E05-816C-2BA029CBED10
2026-02-06 13:03:02.414 ERROR [HeroDefenseServer] WebSocket error error=read(descriptor:pointer:size:): Connection reset by peer) (errno: 104), sessionID=B4B24CD8-CEF3-4688-AB35-388EE739DAD8
2026-02-06 13:03:02.414 ERROR [HeroDefenseServer] WebSocket error error=read(descriptor:pointer:size:): Connection reset by peer) (errno: 104), sessionID=1B61C81B-0749-4F40-8476-56834AC89240
2026-02-06 13:03:02.414 ERROR [HeroDefenseServer] WebSocket error error=read(descriptor:pointer:size:): Connection reset by peer) (errno: 104), sessionID=EC0976C4-6CD1-46CB-8BF3-F8C3248DB1C1
2026-02-06 13:03:02.414 ERROR [HeroDefenseServer] WebSocket error error=read(descriptor:pointer:size:): Connection reset by peer) (errno: 104), sessionID=9DE57E68-32FE-405E-A554-F94394E5F086
2026-02-06 13:03:02.414 ERROR [HeroDefenseServer] WebSocket error error=read(descriptor:pointer:size:): Connection reset by peer) (errno: 104), sessionID=CB52437F-75C3-4EE5-9DD8-6D75712B0278
2026-02-06 13:03:02.414 ERROR [HeroDefenseServer] WebSocket error error=read(descriptor:pointer:size:): Connection reset by peer) (errno: 104), sessionID=7F4DA50F-D6AC-49D4-A22F-2DCD0F66F949
